category|word|jword|jwordread|page|jpage|
2|Chaotic World (Illusion Spell)|集団混沌／ケイオティック・ワールド (幻影呪文) [ 集団 混沌 ケイオティック ワールド 幻影 呪文]|しゅうだんこんとん|4: p.201|4: p.219 / 4A: p.255|
2|Entertainment (Illusion Spell)|見世物／エンターテインメント (幻影呪文) [ 見世物 エンターテインメント 幻影 呪文]|みせもの|4: p.201|4: p.219 / 4A: p.255|
2|Trid Entertainment (Illusion Spell)|立体見世物／トリッド・エンターテインメント (幻影呪文) [ 立体 見世物 トリッド エンターテインメント 幻影 呪文]|りったいみせもの|4: p.201|4: p.219 / 4A: p.255|
2|Invisibility (Illusion Spell)|透明化／インヴィジビリティ (幻影呪文) [ 透明化 インヴィジビリティ 幻影 呪文]|とうめいか|4: p.201|4: p.219 / 4A: p.256|
2|Improved Invisibility (Illusion Spell)|完全透明化／インプルーヴド・インヴィジビリティ (幻影呪文) [ 完全 透明化 インプルーヴド インヴィジビリティ 幻影 呪文]|かんぜんとうめいか|4: p.201|4: p.219 / 4A: p.256|
2|Mask (Illusion Spell)|仮面／マスク (幻影呪文) [ 仮面 マスク 幻影 呪文]|かめん|4: p.202|4: p.220 / 4A: p.256|
2|Physical Mask (Illusion Spell)|物理の仮面／フィジカル・マスク (幻影呪文) [ 物理 の 仮面 フィジカル マスク 幻影 呪文]|ぶつりのかめん|4: p.202|4: p.220 / 4A: p.256|
2|Phantasm (Illusion Spell)|幻覚／ファンタズム (幻影呪文) [ 幻覚 ファンタズム 幻影 呪文]|げんかく|4: p.202|4: p.220 / 4A: p.256|
2|Trid Phantasm (Illusion Spell)|立体幻覚／トリッド・ファンタズム (幻影呪文) [ 立体 幻覚 トリッド ファンタズム 幻影 呪文]|りったいげんかく|4: p.202|4: p.220 / 4A: p.256|
2|Hush (Illusion Spell)|しじま／ハッシュ (幻影呪文) [ しじま ハッシュ 幻影 呪文]|しじま|4: p.202|4: p.220 / 4A: p.256|
2|Silence (Illusion Spell)|静寂／サイレンス (幻影呪文) [ 静寂 サイレンス 幻影 呪文]|せいじゃく|4: p.202|4: p.220 / 4A: p.256|
2|Stealth (Illusion Spell)|隠密／ステルス (幻影呪文) [ 隠密 ステルス 幻影 呪文]|おんみつ|4: p.202|4: p.220 / 4A: p.256|
2|Manipulation Spells|操作 呪文 [ 操作 呪文]|そうさじゅもん|4: p.202|4: p.220 / 4A: p.257|
2|Mental Manipulations|精神 操作 [ 精神 操作]|せいしんそうさ|4: p.202|4: p.220 / 4A: p.257|
2|Armor (Manipulation Spell)|鎧／アーマー (操作呪文) [ 鎧 アーマー 操作 呪文]|よろい|4: p.202|4: p.220 / 4A: p.257|
2|Control Actions (Manipulation Spell)|行動制御／コントロール・アクション (操作呪文) [ 行動 制御 コントロール アクション 操作 呪文]|こうどうせいぎょ|4: p.202|4: p.221 / 4A: p.257|
2|Mob Control (Manipulation Spell)|集団 行動制御／コントロール・モブ (操作呪文) [ 集団 行動 制御 コントロール モブ 操作 呪文]|しゅうだんこうどうせいぎょ|4: p.202|4: p.221 / 4A: p.257|
2|Control Emotions (Manipulation Spell)|感情制御／コントロール・エモーション (操作呪文) [ 感情 制御 コントロール エモーション 操作 呪文]|かんじょうせいぎょ|4: p.203|4: p.221 / 4A: p.257|
2|Mob Mood (Manipulation Spell)|集団感情制御／モブ・ムード (操作呪文) [ 集団 感情 制御 モブ ムード 操作 呪文]|しゅうだんかんじょうせいぎょ|4: p.203|4: p.221 / 4A: p.257|
2|Control Thoughts (Manipulation Spell)|思考制御／コントロール・ソート (操作呪文) [ 思考 制御 コントロール ソート 操作 呪文]|しこうせいぎょ|4: p.203|4: p.221 / 4A: p.257|
2|Mob Mind (Manipulation Spell)|集団思考制御／モブ・マインド (操作呪文) [ 集団 思考 制御 モブ マインド 操作 呪文]|しゅうだんしこうせいぎょ|4: p.203|4: p.221 / 4A: p.257|
2|Fling (Manipulation Spell)|投擲／フリング (操作呪文) [ 投擲 フリング 操作 呪文]|とうてき|4: p.203|4: p.221 / 4A: p.257|
2|Ice Sheet (Manipulation Spell)|氷膜／アイス・シート (操作呪文) [ 氷膜 アイス シート 操作 呪文]|ひょうまく|4: p.203|4: p.221 / 4A: p.257|
2|Ignite (Manipulation Spell)|発火／イグナイト (操作呪文) [ 発火 イグナイト 操作 呪文]|はっか|4: p.203|4: p.221 / 4A: p.258|
2|Influence (Manipulation Spell)|感化／インフルエンス (操作呪文) [ 感化 インフルエンス 操作 呪文]|かんか|4: p.203|4: p.221 / 4A: p.258|
2|Levitate (Manipulation Spell)|空中浮揚／レヴィテイト (操作呪文) [ 空中 浮揚 レヴィテイト 操作 呪文]|くうちゅうふよう|4: p.203|4: p.222 / 4A: p.258|
2|Light (Manipulation Spell)|光／ライト (操作呪文) [ 光 ライト 操作 呪文]|ひかり|4: p.203|4: p.222 / 4A: p.258|
2|Magic Fingers (Manipulation Spell)|魔法の指／マジック・フィンガー (操作呪文) [ 魔法 の 指 マジック フィンガー 操作 呪文]|まほうのゆび|4: p.203|4: p.222 / 4A: p.258|
2|Mana Barrier (Manipulation Spell)|マナ障壁／マナ・バリアー (操作呪文) [ マナ 障壁 マナ バリアー 操作 呪文]|まなしょうへき|4: p.204|4: p.222 / 4A: p.258|
2|Petrify (Manipulation Spell)|石化／ペトリファイ (操作呪文) [ 石化 ペトリファイ 操作 呪文]|せきか|4: p.204|4: p.222 / 4A: p.259|
2|Physical Barrier (Manipulation Spell)|物理障壁／フィジカル・バリアー (操作呪文) [ 物理 障壁 フィジカル バリアー 操作 呪文]|ぶつりしょうへき|4: p.204|4: p.222 / 4A: p.259|
2|Poltergeist (Manipulation Spell)|騒霊／ポルターガイスト (操作呪文) [ 騒霊 ポルター ガイスト 操作 呪文]|そうれい|4: p.204|4: p.223 / 4A: p.259|
2|Shadow (Manipulation Spell)|影／シャドウ (操作呪文) [ 影 シャドウ 操作 呪文]|かげ|4: p.204|4: p.223 / 4A: p.259|
2|Shapechange (Manipulation Spell)|変身／シェイプチェンジ (操作呪文) [ 変身 シェイプ チェンジ 操作 呪文]|へんしん|4: p.204|4: p.223 / 4A: p.259|
2|[Critter] Form (Manipulation Spell)|［クリッター］変化／［クリッター］フォーム (操作呪文) [ クリッター 変化 クリッター フォーム 操作 呪文]|くりったーへんげ|4: p.204|4: p.223 / 4A: p.259|
2|Turn to Goo (Manipulation Spell)|ドロドロになれ／ターン・トゥ・グー (操作呪文) [ ドロドロ に なれ ターン トゥ グー 操作 呪文]|どろどろになれ|4: p.204|4: p.223 / 4A: p.259|
3|Zones|ゾーン [ ゾーン]|ぞーん|4: p.209|4: p.229 / 4A: p.270|
6||雑音ゾーンとデッド・ゾーン [ 雑音 ゾーン と デッド ゾーン]|ざつおんぞーんとでっどぞーん||4A: p.270|
3|Matrix Attributes|マトリックス能力値 [ マトリックス 能力値]|まとりっくすのうりょくち|4: p.212|4: p.231 / 4A: p.272|
3|Firewall|ファイアウォール [ ファイア ウォール]|ふぁいあうぉーる|4: p.213|4: p.232 / 4A: p.272|
3|Response|レスポンス [ レスポンス]|れすぽんす|4: p.212|4: p.231 / 4A: p.272|
3|Signal|シグナル [ シグナル]|しぐなる|4: p.212|4: p.232 / 4A: p.272|
3|System|システム [ システム]|しすてむ|4: p.213|4: p.232 / 4A: p.272|
3|Device Rating|機器レーティング [ 機器 レーティング]|ききれーてぃんぐ|4: p.213|4: p.233 / 4A: p.272|
6|Signal Rating Table|シグナル表 [ シグナル 表]|しぐなるひょう|4: p.212|4: p.232 / 4A: p.272|
6|Sample Devices|サンプル機器表 [ サンプル 機器 表]|さんぷるききひょう|4: p.214|4: p.234 / 4A: p.272|
6||ハードウェア・アップグレード・コスト表 [ ハードウェア アップグレード コスト 表]|はーどうぇああっぷぐれーどこすとひょう||4A: p.272|
6|Hardware Upgrade Costs|ハードウェア・アップグレード表 [ ハードウェア アップグレード 表]|はーどうぇああっぷぐれーどひょう|4: p.240|4: p.263|
3||機器のアップグレード [ 機器 の アップグレード]|ききのあっぷぐれーど||4A: p.273|
3||プロセッサ上限 [ プロセッサ 上限]|ぷろせっさじょうげん||4A: p.273|
3||機器のモード [ 機器 の モード]|ききもーど||4A: p.273|
3|PAN Modes|PANのモード [ PAN の モード]|PANのもーど|4: p.211|4: p.230|
3|Persona|ペルソナ・プログラム [ ペルソナ プログラム]|ぺるそなぷろぐらむ|4: p.211|4: p.231 / 4A: p.274|
3||アクセスID [ アクセス ID]|あくせすID||4A: p.274|
3|Commcodes|コムコード [ コム コード]|こむこーど|4: p.214|4: p.233 / 4A: p.274|
3|Icon|アイコン [ アイコン]|あいこん|4: p.211|4: p.231 / 4A: p.275|
3||ノード [ ノード]|のーど||4A: p.275|
3||ノードのスカルプティング [ ノード の スカルプティング]|のーどのすかるぷてぃんぐ||4A: p.275|
3||ノードへのアクセス [ ノード への アクセス]|のーどへのあくせす||4A: p.275|
3||連携登録 [ 連携 登録]|れんけいとうろく||4A: p.275|
3||複数同時の連携登録 [ 複数 同時 の 連携 登録]|ふくすうどうじのれんけいとうろく||4A: p.276|
3|Linking and Subscribing|リンクと登録 [ リンク と 登録]|りんくととうろく|4: p.212|4: p.231|
3|Accessing Multiple Nodes|複数ノードへのアクセス [ 複数 ノード への アクセス]|ふくすうのーどへのあくせす|4: p.218|4: p.237|
3||アクセス・アカウント [ アクセス アカウント]|あくせすあかうんと||4A: p.276|
3||権限付与と認証 [ 権限 付与 と 認証]|けんげんふよとにんしょう||4A: p.276|
3|Authorized Access|認証アクセス [ 認証 アクセス]|にんしょうあくせす|4: p.215|4: p.234|
3|Passcodes|パスコード [ パス コード]|ぱすこーど|4: p.215|4: p.234|
3|Account Priviledges|アカウント権限 [ アカウント 権限]|あかうんとけんげん|4: p.216|4: p.234|
3||強化現実と仮想現実を利用する [ 強化 現実 と 仮想 現実 を 利用する]|きょうかげんじつとかそうげんじつをりようする||4A: p.277|
3|Cold Sim|コールド・シム [ コールド シム]|こーるどしむ|4: p.229|4: p.249 / 4A: p.277|
3|Hot Sim|ホット・シム [ ホット シム]|ほっとしむ|4: p.229|4: p.249 / 4A: p.277|
3||マトリックスでの能力値 [ マトリックス での 能力値]|まとりっくすでののうりょくち||4A: p.278|
3|Using the Matrix|マトリックスを使う [ マトリックス を 使う]|まとりっくすをつかう|4: p.217|4: p.227 / 4A: p.279|
3|Using Computer Skill|〈コンピュータ〉の使い方 [ コンピュータ の 使い方]|こんぴゅーたのつかいかた|4: p.218|4: p.237 / 4A: p.279|
3||〈サイバー戦闘〉の使い方 [ サイバー 戦闘 の 使い方]|さいばーせんとうのつかいかた||4A: p.279|
3|Using Data Search Skill|〈データ検索〉の使い方 [ データ 検索 の 使い方]|でーたけんさくのつかいかた|4: p.219|4: p.239 / 4A: p.279|
3|Using Electronic Warefare Skill|〈電子戦〉の使い方 [ 電子 戦 の 使い方]|でんしせんのつかいかた|4: p.225|4: p.244 / 4A: p.279|
3|Using Hacking Skill|〈ハッキング〉の使い方 [ ハッキング の 使い方]|はっきんぐのつかいかた|4: p.223|4: p.242 / 4A: p.280|
3||〈ハードウェア〉の使い方  [ ハード ウェア の 使い方]|はーどうぇあのつかいかた||4A: p.280|
3||〈ソフトウェア〉の使い方 [ ソフト ウェア の 使い方]|そふとうぇあのつかいかた||4A: p.280|
3||共振力系技能の使い方 [ 共振力 系 技能 の 使い方]|きょうしんりょくけいぎのうのつかいかた||4A: p.280|
6||ハードウェア作成表 [ ハード ウェア 作成 表]|はーどうぇあさくせいひょう||4A: p.280|
6|Build Hardware Table|ハードウェア製作表 [ ハード ウェア 製作 表]|はーどうぇあせいさくひょう|4: p.240|4: p.263|
6||ソフトウェア・コーディング表 [ ソフト ウェア コーディング 表]|そふとうぇあこーでぃんぐひょう||4A: p.280|
6|Coding Software Table|ソフトウェア・プログラミング表 [ ソフト ウェア プログラミング 表]|そふとうぇあぷろぐらみんぐひょう|4: p.240|4: p.263|
3|Matrix Perception|マトリックス知覚 [ マトリックス 知覚]|まとりっくすちかく|4: p.217|4: p.235 / 4A: p.280|
3|Matrix Actions|マトリックス動作 [ マトリックス 動作]|まとりっくすどうさ|4: p.219|4: p.238 / 4A: p.281|
6|Search Table|データ検索表 [ データ 検索 表]|でーたけんさくひょう|4: p.220|4: p.239 / 4A: p.283|
6|Track Modifiers Table|追跡表 [ 追跡 表]|ついせきひょう|4: p.220|4: p.239 / 4A: p.285|
3|Programs|プログラム [ プログラム]|ぷろぐらむ|4: p.225|4: p.245 / 4A: p.286|
3||一般用プログラム・スイート [ 一般 用 プログラム スイート]|いっぱんようぷろぐらむすいーと||4A: p.286|
3|Common Use Programs|一般用プログラム [ 一般 用 プログラム]|いっぱんようぷろぐらむ|4: p.226|4: p.245 / 4A: p.286|
3|Analyze (Program)|分析 (プログラム) [ 分析 プログラム]|ぶんせき|4: p.226|4: p.245 / 4A: p.286|
3|Browse (Program)|検索 (プログラム) [ 検索 プログラム]|けんさく|4: p.226|4: p.245 / 4A: p.287|
3|Command (Program)|命令 (プログラム) [ 命令 プログラム]|めいれい|4: p.226|4: p.246 / 4A: p.287|
3|Edit (Program)|編集 (プログラム) [ 編集 プログラム]|へんしゅう|4: p.226|4: p.246 / 4A: p.287|
3|Encrypt (Program)|暗号化 (プログラム) [ 暗号 化 プログラム]|あんごうか|4: p.226|4: p.246 / 4A: p.287|
3|Reality Filter (Program)|仮想現実フィルター (プログラム) [ 仮想 現実 フィルター プログラム]|かそうげんじつふぃるたー|4: p.226|4: p.246 / 4A: p.287|
3|Scan (Program)|走査 (プログラム) [ 走査 プログラム]|そうさ|4: p.226|4: p.246 / 4A: p.287|
3|Hacking Programs|ハッキング用プログラム [ ハッキング 用 プログラム]|はっきんぐようぷろぐらむ|4: p.226|4: p.246 / 4A: p.287|
3|Armor (Program)|装甲 (プログラム) [ 装甲 プログラム]|そうこう|4: p.226|4: p.246 / 4A: p.287|
3|Attack (Program)|攻撃 (プログラム) [ 攻撃 プログラム]|こうげき|4: p.226|4: p.246 / 4A: p.287|
3|Biofeedback Filters (Program)|生体信号フィルター (プログラム) [ 生体 信号 フィルター プログラム]|せいたいしんごうふぃるたー|4: p.226|4: p.246 / 4A: p.287|
3|Black Hammer (Program)|ブラックハンマー (プログラム) [ ブラック ハンマー プログラム]|ぶらっくはんまー|4: p.226|4: p.246 / 4A: p.287|
3|Blackout (Program)|ブラックアウト (プログラム) [ ブラック アウト プログラム]|ぶらっくあうと|4: p.226|4: p.246 / 4A: p.288|
3|Data Bomb (Program)|データ爆弾 (プログラム) [ データ 爆弾 プログラム]|でーたばくだん|4: p.226|4: p.246 / 4A: p.288|
3|Decrypt (Program)|暗号解読 (プログラム) [ 暗号 解読 プログラム]|あんごうかいどく|4: p.227|4: p.247 / 4A: p.288|
3|Defuse (Program)|解除 (プログラム) [ 解除 プログラム]|かいじょ|4: p.227|4: p.247 / 4A: p.288|
3|ECCM (Program)|ECCM (プログラム) [ ECCM プログラム]|ECCM|4: p.227|4: p.247 / 4A: p.288|
3|Exploit (Program)|侵入 (プログラム) [ 侵入 プログラム]|しんにゅう|4: p.227|4: p.247 / 4A: p.288|
3|Medic (Program)|修復 (プログラム) [ 修復 プログラム]|しゅうふく|4: p.227|4: p.247 / 4A: p.288|
3|Sniffer (Program)|傍受 (プログラム) [ 傍受 プログラム]|ぼうじゅ|4: p.227|4: p.247 / 4A: p.288|
3|Spoof (Program)|偽装 (プログラム) [ 偽装 プログラム]|ぎそう|4: p.227|4: p.247 / 4A: p.288|
3|Stealth (Program)|隠密 ( プログラム) [ 隠密 プログラム]|おんみつ|4: p.227|4: p.247 / 4A: p.288|
3|Track (Program)|追跡 (プログラム) [ 追跡 プログラム]|ついせき|4: p.227|4: p.247 / 4A: p.288|
3||エージェントとIC [ エージェント と IC]|えーじぇんととIC||4A: p.289|
3|Using Agents|エージェントの使い方 [ エージェント の 使い方]|えーじぇんとのつかいかた|4: p.227|4: p.248 / 4A: p.289|
3|Payload|積載量 [ 積載 量]|せきさいりょう|4: p.228|4: p.248 / 4A: p.290|
3|Intrusion Countermeasures|侵入対策 (IC) [ 侵入 対策 IC]|しんにゅうたいさく|4: p.228|4: p.248 / 4A: p.290|
3|Hacking the Matrix|マトリックスのハッキング [ マトリックス の ハッキング]|まとりっくすのはっきんぐ|4: p.208|4: p.227 / 4A: p.291|
3|Hacking (Rule)|ハッキング (ルール) [ ハッキング ルール]|はっきんぐ|4: p.221|4: p.240 / 4A: p.291|
3|Hacking on the Fly|即興ハッキング [ 即興 ハッキング]|そっきょうはっきんぐ|4: p.221|4: p.240 / 4A: p.291|
3|Probing the Target|脆弱性の探査 [ 脆弱 性 の 探査]|ぜいじゃくせいのたんさ|4: p.221|4: p.241 / 4A: p.291|
3||なりすまし [ なりすまし]|なりすまし||4A: p.292|
3|Cybercombet (Rule)|サイバー戦闘 (ルール) [ サイバー 戦闘 ルール]|さいばーせんとう|4: p.230|4: p.250 / 4A: p.292|
3|Matrix Initiative|マトリックス・イニシアティブ [ マトリックス イニシアティブ]|まとりっくすいにしあてぃぶ|4: p.230|4: p.251 / 4A: p.292|
